smiles,fgs
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,"{'Imine': [(5, 6)], 'Lactam': [(4, 2, 3, 1)], 'Arylchloride': [(16, 15)], 'Benzene': [(7, 8, 9, 10, 11, 12), (13, 14, 15, 17, 18, 19)]}"
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,"{'Secondary hydroxyl': [(11, 10)], 'Alkylarylether': [(1, 2, 0), (8, 7, 9)], 'Benzene': [(2, 3, 4, 5, 6, 7)], 'decahydroisoquinoline': [(10, 12, 13, 14, 15, 17, 19, 20, 21, 9)]}"
CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,"{'Secondary hydroxyl': [(15, 14)], 'Alkylarylether': [(12, 11, 13)], 'Phenol': [(10, 9)], 'Benzene': [(5, 6, 7, 8, 9, 11)], 'decahydroisoquinoline': [(14, 16, 17, 18, 19, 1, 2, 3, 4, 13)]}"
CN(C)CCOC(c1ccccc1)c1ccccc1,"{'Dialkylether': [(5, 4, 6)], 'Tertiary aliphatic amine': [(1,)], 'Benzene': [(7, 8, 9, 10, 11, 12), (13, 14, 15, 16, 17, 18)]}"
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,"{'Benzene': [(6, 7, 8, 9, 10, 11), (12, 13, 14, 15, 16, 17)], 'hydantoin': [(4, 3, 5, 18, 1, 0, 2)]}"
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,"{'Primary hydroxyl': [(12, 11)], 'Dialkylether': [(9, 8, 10)], 'piperazine': [(4, 5, 6, 13, 14, 3)], 'phenothiazine': [(19, 20, 21, 22, 17, 18, 16, 29, 28, 27, 26, 25, 24, 23)]}"
COC(=O)c1ccc(C(=O)OC)cc1,"{'Carboxylic ester': [(2, 3, 1, 0), (8, 9, 10, 11)], 'Benzene': [(4, 5, 6, 7, 12, 13)]}"
Cc1ccccc1C,"{'Benzene': [(1, 2, 3, 4, 5, 6)]}"
Cc1ccc(C)cc1,"{'Benzene': [(1, 2, 3, 4, 6, 7)]}"
CC(C)O,"{'Secondary hydroxyl': [(3, 1)]}"
NC(=O)N1c2ccccc2C2OC2c2ccccc21,"{'Urea': [(0, 1, 2, 3)], 'Benzene': [(4, 5, 6, 7, 8, 9), (13, 14, 15, 16, 17, 18)], 'oxirane': [(10, 12, 11)]}"
CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Secondary amide': [(4, 5, 3, 2)], 'Benzene': [(10, 11, 12, 13, 14, 15), (23, 24, 25, 26, 27, 28)], 'quinoline': [(20, 19, 18, 17, 16, 9, 7, 6, 22, 21)]}"
CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,"{'Alkylchloride': [(17, 16), (20, 19)], 'Tertiary mixed amine': [(14,)], 'Carboxylic ester': [(5, 6, 4, 1)], 'Benzene': [(10, 11, 12, 13, 21, 22)]}"
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,"{'Secondary mixed amine': [(3,)], 'Tertiary amide': [(14, 15, 13, 12, 30)], 'Sulfonamide': [(22, 24, 25, 21)], 'pyridine': [(5, 4, 9, 8, 7, 6)], 'piperazine': [(11, 12, 13, 30, 31, 10)], '1H-indole': [(20, 26, 27, 28, 29, 16, 17, 18, 19)]}"
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,"{'Dialkylether': [(17, 16, 18)], 'Ketone': [(7, 8, 9, 10)], 'Benzene': [(4, 5, 6, 7, 33, 34), (19, 20, 21, 22, 23, 24), (25, 26, 27, 28, 29, 30)], 'piperidine': [(16, 15, 14, 13, 32, 31)]}"
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,"{'Tertiary amide': [(6, 7, 8, 9, 23)], 'Lactam': [(14, 15, 16, 17)], 'Benzene': [(9, 10, 11, 12, 13, 14)], 'pyridine': [(19, 18, 23, 22, 21, 20)], 'piperazine': [(2, 3, 4, 24, 25, 1)]}"
CCCNC(=O)c1ccc2c(c1)N([C@@H](C)CN1CCCC1)c1ccccc1S2,"{'Secondary amide': [(4, 5, 3, 2)], 'pyrrolidine': [(18, 19, 20, 16, 17)], 'phenothiazine': [(6, 7, 8, 9, 10, 11, 12, 21, 22, 23, 24, 25, 26, 27)]}"
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,"{'Alkylarylthioether': [(20, 19, 21)], 'Carboxylic acid': [(13, 14, 15)], 'Arylfluoride': [(7, 6)], 'Oxoarene': [(10, 11)], 'piperazine': [(2, 3, 4, 23, 24, 1)], 'quinoline': [(6, 5, 19, 18, 17, 16, 12, 10, 9, 8)]}"
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,"{'Primary hydroxyl': [(15, 14)], 'Secondary hydroxyl': [(7, 6)], 'Secondary aliphatic amine': [(4,)], 'Phenol': [(12, 11)], 'Benzene': [(8, 9, 10, 11, 13, 16)]}"
CN1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,"{'Tertiary amide': [(5, 6, 4, 3, 16)], 'Arylchloride': [(12, 11), (14, 13)], 'Benzene': [(8, 9, 10, 11, 13, 15)], 'pyrrolidine': [(20, 21, 22, 18, 19)], 'piperazine': [(2, 3, 4, 16, 23, 1)]}"
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@H]1CN1CCCC1,"{'Tertiary amide': [(1, 0, 11, 12, 19)], 'Arylchloride': [(7, 6), (9, 8)], 'Benzene': [(3, 4, 5, 6, 8, 10)], 'pyrrolidine': [(23, 24, 25, 21, 22)], 'imidazole': [(15, 16, 17, 18, 14)]}"
O=C1NC(=O)[C@@]2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)[C@@H](CN3CCCC3)C2)N1,"{'Tertiary amide': [(9, 10, 8, 7, 20)], 'Arylchloride': [(16, 15), (18, 17)], 'Benzene': [(12, 13, 14, 15, 17, 19)], 'pyrrolidine': [(24, 25, 26, 22, 23)], 'hydantoin': [(4, 3, 5, 28, 1, 0, 2)], '1,3,8-triazaspiro[4.5]decan-4-one': [(4, 3, 2, 1, 28, 5, 6, 7, 8, 20, 27)]}"
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@H]1CN1CC[C@@H](O)C1,"{'Secondary hydroxyl': [(25, 24)], 'Tertiary amide': [(1, 0, 11, 12, 19)], 'Arylchloride': [(7, 6), (9, 8)], 'Benzene': [(3, 4, 5, 6, 8, 10)], 'pyrrolidine': [(23, 24, 26, 21, 22)], 'imidazole': [(15, 16, 17, 18, 14)]}"
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ncnc2[C@H]1CN1CCCC1,"{'Tertiary amide': [(1, 0, 11, 12, 19)], 'Arylchloride': [(7, 6), (9, 8)], 'Benzene': [(3, 4, 5, 6, 8, 10)], 'pyrrolidine': [(23, 24, 25, 21, 22)], '4H-1,2,4-triazole': [(16, 17, 18, 14, 15)]}"
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(CCO)C[C@@H]1CN1CC[C@@H](O)C1,"{'Primary hydroxyl': [(17, 16)], 'Secondary hydroxyl': [(25, 24)], 'Tertiary amide': [(1, 0, 11, 12, 19)], 'Arylchloride': [(7, 6), (9, 8)], 'Benzene': [(3, 4, 5, 6, 8, 10)], 'pyrrolidine': [(23, 24, 26, 21, 22)], 'piperazine': [(12, 13, 14, 18, 19, 11)]}"
CN(C)CC/C=C1/c2ccccc2COc2ccccc21.[Cl-].[H+],"{'Alkene': [(5, 6)], 'Alkylarylether': [(14, 15, 13)], 'Tertiary aliphatic amine': [(1,)], 'Benzene': [(7, 8, 9, 10, 11, 12), (15, 16, 17, 18, 19, 20)]}"
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,"{'Dialkylether': [(5, 4, 6)], 'Tertiary aliphatic amine': [(1,)], 'Carboxylic acid': [(21, 20, 22), (25, 26, 27)], 'Benzene': [(8, 9, 10, 11, 12, 13)], 'pyridine': [(16, 15, 14, 19, 18, 17)]}"
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,"{'Alkene': [(7, 8)], 'Tertiary aliphatic amine': [(5,)], 'Ketone': [(2, 1, 0, 21)], 'Urea': [(9, 10, 11, 12)], 'Arylfluoride': [(25, 24)], 'Benzene': [(21, 22, 23, 24, 26, 27)], 'benzimidazole': [(15, 16, 17, 18, 9, 10, 12, 13, 14)]}"
C/C=C(\CC)C(=O)NC(N)=O,"{'Alkene': [(1, 2)], 'Secondary amide': [(5, 6, 7, 8)], 'Urea': [(7, 8, 10, 9)]}"
CCC(C)(CC)OC(N)=O,"{'Urethane': [(8, 7, 9, 6)]}"
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,"{'Imine': [(14, 7)], 'Arylchloride': [(0, 1)], 'Benzene': [(1, 2, 3, 4, 5, 6), (8, 9, 10, 11, 12, 13)], '4H-1,2,4-triazole': [(16, 20, 19, 18, 17)]}"
CCc1ccccc1-n1c(C)nc2ccccc2c1=O,"{'Lactam': [(17, 18, 19, 8)], 'Benzene': [(2, 3, 4, 5, 6, 7)], 'quinazoline': [(15, 14, 13, 12, 11, 9, 8, 18, 17, 16)]}"
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,"{'Carboxylic ester': [(3, 4, 2, 1)], 'Hydrazone': [(16, 17, 18)], '7-azaindazole': [(5, 6, 7, 8, 12, 11, 10, 9, 15)]}"
C#CC(O)(/C=C/Cl)CC,"{'Alkyne': [(0, 1)], 'Tertiary hydroxyl': [(3, 2)], 'Chloroalkene': [(6, 5, 4)]}"
C#CC1(OC(N)=O)CCCCC1,"{'Alkyne': [(0, 1)], 'Urethane': [(5, 4, 6, 3)]}"
CNCCc1ccccn1,"{'Secondary aliphatic amine': [(1,)], 'pyridine': [(6, 5, 4, 9, 8, 7)]}"
CN(C)CCc1ccccn1,"{'Tertiary aliphatic amine': [(1,)], 'pyridine': [(7, 6, 5, 10, 9, 8)]}"
NCCc1nccs1,"{'Primary aliphatic amine': [(0,)], 'thiazole': [(5, 6, 7, 3, 4)]}"
S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,"{'Thiourea': [(2, 1, 0, 9)], 'imidazole': [(13, 14, 15, 16, 17)], 'piperidine': [(12, 11, 10, 9, 19, 18)]}"
CN1CC[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@H]2C1,"{'Diarylether': [(11, 12, 13)], 'Arylchloride': [(8, 7)], 'Benzene': [(5, 6, 7, 9, 10, 11), (13, 14, 15, 16, 17, 18)], 'piperidine': [(4, 3, 2, 1, 20, 19)]}"
O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)cc(Cl)n2)CC1,"{'Lactam': [(2, 1, 0, 5)], 'Arylchloride': [(23, 22)], 'Trifluoromethyl': [(18, 17, 19, 20)], 'pyrrolidine': [(2, 3, 4, 5, 1)], 'pyridine': [(16, 15, 14, 24, 22, 21)], 'piperazine': [(11, 12, 13, 25, 26, 10)]}"
Clc1ccc2c(c1)[C@H]1CCNC[C@@H]1c1ccccc1O2,"{'Diarylether': [(4, 19, 18)], 'Arylchloride': [(0, 1)], 'Benzene': [(1, 2, 3, 4, 5, 6), (13, 14, 15, 16, 17, 18)], 'piperidine': [(7, 8, 9, 10, 11, 12)]}"
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CC[C@@H](O)C1,"{'Secondary hydroxyl': [(25, 24)], 'Tertiary amide': [(1, 0, 11, 12, 19)], 'Arylchloride': [(7, 6), (9, 8)], 'Benzene': [(3, 4, 5, 6, 8, 10)], 'pyrrolidine': [(23, 24, 26, 21, 22)], 'imidazole': [(14, 18, 17, 16, 15)]}"
CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Secondary amide': [(4, 5, 3, 2)], 'Phenol': [(8, 7)], 'Benzene': [(10, 11, 12, 13, 14, 15), (23, 24, 25, 26, 27, 28)], 'quinoline': [(20, 19, 18, 17, 16, 9, 7, 6, 22, 21)]}"
CC[C@H](NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Alkylarylether': [(8, 7, 9)], 'Tertiary aliphatic amine': [(12,)], 'Secondary amide': [(4, 5, 3, 2)], 'Benzene': [(16, 17, 18, 19, 20, 21), (29, 30, 31, 32, 33, 34)], 'quinoline': [(26, 25, 24, 23, 22, 15, 7, 6, 28, 27)]}"
CC[C@H](NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Alkylarylether': [(8, 7, 9)], 'Carboxylic acid': [(10, 11, 12)], 'Secondary amide': [(4, 5, 3, 2)], 'Benzene': [(14, 15, 16, 17, 18, 19), (27, 28, 29, 30, 31, 32)], 'quinoline': [(24, 23, 22, 21, 20, 13, 7, 6, 26, 25)]}"
CC[C@H](NC(=O)c1c(OCCCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Alkylarylether': [(8, 7, 9)], 'Carboxylic acid': [(12, 13, 14)], 'Secondary amide': [(4, 5, 3, 2)], 'Benzene': [(16, 17, 18, 19, 20, 21), (29, 30, 31, 32, 33, 34)], 'quinoline': [(26, 25, 24, 23, 22, 15, 7, 6, 28, 27)]}"
CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccc2C(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Alkylarylether': [(8, 7, 9)], 'Carboxylic acid': [(21, 22, 23)], 'Secondary amide': [(4, 5, 3, 2), (12, 13, 11, 10)], 'Benzene': [(15, 16, 17, 18, 19, 20), (25, 26, 27, 28, 29, 30), (38, 39, 40, 41, 42, 43)], 'quinoline': [(35, 34, 33, 32, 31, 24, 7, 6, 37, 36)]}"
CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccn2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Alkylarylether': [(8, 7, 9)], 'Secondary amide': [(4, 5, 3, 2), (12, 13, 11, 10)], 'Benzene': [(22, 23, 24, 25, 26, 27), (35, 36, 37, 38, 39, 40)], 'pyridine': [(17, 16, 15, 20, 19, 18)], 'quinoline': [(32, 31, 30, 29, 28, 21, 7, 6, 34, 33)]}"
CC[C@H](NC(=O)c1c(OCCNC(=O)[C@@H]2CCCN2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Alkylarylether': [(8, 7, 9)], 'Secondary amide': [(4, 5, 3, 2), (12, 13, 11, 10)], 'Benzene': [(20, 21, 22, 23, 24, 25), (33, 34, 35, 36, 37, 38)], 'pyrrolidine': [(15, 16, 17, 18, 14)], 'quinoline': [(30, 29, 28, 27, 26, 19, 7, 6, 32, 31)]}"
CC[C@H](NC(=O)c1c(Cn2ccnc2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,"{'Secondary amide': [(4, 5, 3, 2)], 'Benzene': [(15, 16, 17, 18, 19, 20), (28, 29, 30, 31, 32, 33)], 'imidazole': [(10, 11, 12, 13, 9)], 'quinoline': [(25, 24, 23, 22, 21, 14, 7, 6, 27, 26)]}"
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,"{'Primary aromatic amine': [(8, 7)], 'Carboxylic acid': [(13, 14, 15)], 'Arylfluoride': [(6, 5), (23, 22)], 'Oxoarene': [(10, 11)], 'piperazine': [(1, 2, 3, 24, 25, 27)], 'quinoline': [(5, 4, 22, 21, 17, 16, 12, 10, 9, 7)]}"
CCC1(C)CC(=O)NC1=O,"{'succinimide': [(6, 5, 4, 2, 8, 9, 7)]}"
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,"{'Tertiary aliphatic amine': [(13,)], 'phenothiazine': [(2, 3, 4, 5, 6, 7, 8, 16, 17, 18, 19, 20, 21, 22)]}"
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,"{'Alkene': [(9, 10)], 'Primary hydroxyl': [(0, 1)], 'Diarylthioether': [(16, 17, 18)], 'Trifluoromethyl': [(23, 22, 24, 25)], 'Benzene': [(11, 12, 13, 14, 15, 16), (18, 19, 20, 21, 26, 27)], 'piperazine': [(4, 5, 6, 28, 29, 3)]}"
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,"{'Primary hydroxyl': [(0, 1)], 'Trifluoromethyl': [(23, 22, 24, 25)], 'piperazine': [(4, 5, 6, 28, 29, 3)], 'phenothiazine': [(13, 14, 15, 16, 11, 12, 10, 27, 26, 21, 20, 19, 18, 17)]}"
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,"{'Tertiary aliphatic amine': [(2,)], 'Imine': [(11, 12)], 'Lactam': [(10, 8, 9, 7)], 'Arylchloride': [(23, 22)], 'Arylfluoride': [(19, 18)], 'Benzene': [(13, 14, 15, 16, 17, 18), (20, 21, 22, 24, 25, 26)]}"
COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,"{'Alkene': [(10, 11), (14, 15)], 'Alkylarylether': [(1, 2, 0)], 'Tertiary aliphatic amine': [(18,)], 'Ketone': [(11, 12, 13, 14)], 'Phenol': [(8, 7)], '2,3-dihydro-1H-indene': [(2, 3, 4, 5, 6, 7, 9, 16, 17)]}"
CCC1(c2ccccc2)CCC(=O)NC1=O,"{'Imide acidic': [(11, 12, 13, 14, 15)], 'Benzene': [(3, 4, 5, 6, 7, 8)], 'piperidine': [(9, 2, 14, 13, 11, 10)]}"
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,"{'Tertiary hydroxyl': [(9, 8)], 'Ketone': [(2, 1, 0, 19)], 'Arylchloride': [(14, 13)], 'Arylfluoride': [(23, 22)], 'Benzene': [(10, 11, 12, 13, 15, 16), (19, 20, 21, 22, 24, 25)], 'piperidine': [(8, 7, 6, 5, 18, 17)]}"
Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,"{'Oxoarene': [(10, 11)], '1H-indole': [(12, 10, 9, 8, 7, 6, 5, 14, 13)], '6-azaindole': [(3, 4, 5, 14, 8, 7, 6, 1, 2)]}"
Cc1nccc2c1[nH]c1ccccc12,"{'1H-indole': [(11, 10, 9, 8, 7, 6, 5, 13, 12)], '6-azaindole': [(3, 4, 5, 13, 8, 7, 6, 1, 2)]}"
O=[N+]([O-])c1cc[nH]c1NCCSCc1ccccn1,"{'Dialkylthioether': [(11, 10, 12)], 'Secondary mixed amine': [(8,)], 'Nitro': [(1, 0, 2)], '1H-pyrrole': [(3, 4, 5, 6, 7)], 'pyridine': [(15, 14, 13, 18, 17, 16)]}"
Cc1cc(C(C)(C)SC(C)(C)CNc2[nH]ccc2[N+](=O)[O-])nc(C)c1C,"{'Dialkylthioether': [(7, 4, 8)], 'Secondary mixed amine': [(12,)], 'Nitro': [(18, 19, 20)], '1H-pyrrole': [(16, 17, 13, 14, 15)], 'pyridine': [(1, 2, 3, 21, 22, 24)]}"
C[NH+]O.Cc1oc(C(C)(C)N(C(C)(C)N)C(C)(C)N)c(C)c1C.[OH-],"{'Hydroxylamine': [(1, 2)], 'furan': [(19, 21, 4, 5, 6)]}"
Cc1c[nH+][o+]c(C([NH])CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1[O-],"{'Hetero N nonbasic': [(3,)], 'Hetero O': [(4,)]}"
CCNCc1c(CSC)cnc(C)c1O,"{'Dialkylthioether': [(7, 6, 8)], 'Secondary aliphatic amine': [(2,)], 'Phenol': [(14, 13)], 'pyridine': [(4, 5, 9, 10, 11, 13)]}"
CN1/C(=C(\O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,"{'Alkene': [(2, 3)], 'Hydroxy': [(4,)], 'Secondary mixed amine': [(5,)], 'Ketone': [(2, 12, 13, 14)], 'Sulfonamide': [(19, 20, 21, 1)], 'thiophene': [(17, 18, 14, 15, 16)], 'pyridine': [(8, 7, 6, 11, 10, 9)]}"
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,"{'Secondary hydroxyl': [(9, 8)], 'Tertiary hydroxyl': [(18, 17)], 'Benzene': [(4, 5, 6, 7, 33, 34), (19, 20, 21, 22, 23, 24), (25, 26, 27, 28, 29, 30)], 'piperidine': [(16, 15, 14, 13, 32, 31)]}"
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCC[C@H]1N1CCCC1,"{'Tertiary amide': [(2, 3, 1, 0, 13)], 'Arylchloride': [(9, 8), (11, 10)], 'Benzene': [(5, 6, 7, 8, 10, 12)], 'pyrrolidine': [(21, 22, 23, 19, 20)]}"
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,"{'Alkene': [(17, 18)], 'Alkylarylether': [(10, 9, 11)], 'Carboxylic ester': [(1, 2, 3, 4), (14, 16, 13, 12)], 'Benzene': [(4, 5, 6, 7, 8, 9)], 'piperidine': [(26, 25, 24, 22, 20, 19)]}"
C#CCC1(OC(N)=O)CCCCC1,"{'Alkyne': [(0, 1)], 'Urethane': [(6, 5, 7, 4)]}"
OCCN1CCCN(CCCN2c3ccccc3Sc3cc(C(F)(F)F)ccc32)CC1.[Cl-].[Cl-].[H+].[H+],"{'Primary hydroxyl': [(0, 1)], 'Tertiary aliphatic amine': [(3,), (7,)], 'Trifluoromethyl': [(23, 22, 24, 25)], 'phenothiazine': [(14, 15, 16, 17, 12, 13, 11, 28, 27, 26, 21, 20, 19, 18)]}"
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,"{'Alkylarylether': [(1, 2, 0), (8, 7, 9)], 'Ketone': [(9, 10, 11, 12)], 'Benzene': [(2, 3, 4, 5, 6, 7)], 'decahydroisoquinoline': [(10, 12, 13, 14, 15, 17, 19, 20, 21, 9)]}"
CCC(O)(COC(N)=O)c1ccccc1,"{'Tertiary hydroxyl': [(3, 2)], 'Urethane': [(7, 6, 8, 5)], 'Benzene': [(9, 10, 11, 12, 13, 14)]}"
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,"{'Primary hydroxyl': [(0, 1)], 'Dialkylether': [(3, 2, 4)], 'Arylchloride': [(21, 20)], 'Benzene': [(11, 12, 13, 14, 15, 16), (17, 18, 19, 20, 22, 23)], 'piperazine': [(7, 8, 9, 24, 25, 6)]}"
CN(C)CCCN1c2ccccc2CCc2ccccc21,"{'Tertiary aliphatic amine': [(1,)], 'Tertiary mixed amine': [(6,)], 'Benzene': [(7, 8, 9, 10, 11, 12), (15, 16, 17, 18, 19, 20)]}"
CNC1(c2ccccc2Cl)CCCCC1=O,"{'Secondary aliphatic amine': [(1,)], 'Ketone': [(2, 14, 15, 13)], 'Arylchloride': [(9, 8)], 'Benzene': [(3, 4, 5, 6, 7, 8)]}"
O=C(O)c1cc(=O)c2ccccc2[nH]1,"{'Carboxylic acid': [(1, 0, 2)], 'Oxoarene': [(5, 6)], 'quinoline': [(9, 10, 11, 12, 13, 3, 4, 5, 7, 8)]}"
CC(=O)NCCCOc1cccc(CN2CCCCC2)c1,"{'Alkylarylether': [(7, 8, 6)], 'Secondary amide': [(1, 2, 3, 4)], 'Benzene': [(8, 9, 10, 11, 12, 20)], 'piperidine': [(17, 16, 15, 14, 19, 18)]}"
O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1ccccc1,"{'Alkylarylether': [(6, 7, 5)], 'Secondary amide': [(1, 0, 2, 3)], 'Benzene': [(7, 8, 9, 10, 11, 19), (20, 21, 22, 23, 24, 25)], 'piperidine': [(16, 15, 14, 13, 18, 17)]}"
OCCCOc1cccc(CN2CCCCC2)c1,"{'Primary hydroxyl': [(0, 1)], 'Alkylarylether': [(4, 5, 3)], 'Benzene': [(5, 6, 7, 8, 9, 17)], 'piperidine': [(14, 13, 12, 11, 16, 15)]}"
c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,"{'Alkylarylether': [(8, 9, 7)], 'Secondary mixed amine': [(4,)], 'Benzene': [(9, 10, 11, 12, 13, 21)], 'piperidine': [(18, 17, 16, 15, 20, 19)], 'pyridine': [(1, 0, 23, 22, 3, 2)]}"
c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,"{'Alkylarylether': [(12, 11, 13)], 'Isothiourea': [(18, 17, 21, 16)], 'Benzene': [(0, 1, 2, 10, 11, 22)], 'thiazole': [(19, 20, 21, 17, 18)], 'piperidine': [(7, 6, 5, 4, 9, 8)]}"
c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,"{'Alkylarylether': [(12, 11, 13)], 'Isourea': [(18, 17, 25, 16)], 'Benzene': [(0, 1, 2, 10, 11, 26)], 'piperidine': [(7, 6, 5, 4, 9, 8)], 'benzo[d]oxazole': [(21, 22, 23, 24, 25, 17, 18, 19, 20)]}"
CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc4ccccc4c3)c[nH]2)o1,"{'Dialkylthioether': [(9, 8, 10)], 'Tertiary aliphatic amine': [(1,)], 'Secondary mixed amine': [(12,)], 'Oxoarene': [(15, 16)], 'Benzene': [(19, 20, 21, 22, 27, 28), (22, 23, 24, 25, 26, 27)], 'furan': [(5, 6, 7, 31, 4)], 'pyrimidine': [(17, 15, 14, 13, 30, 29)]}"
Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1,"{'Alkene': [(6, 7)], 'Dialkylthioether': [(13, 12, 14)], 'Tertiary aliphatic amine': [(20,)], 'Guanidine': [(8, 9, 24, 10)], 'furan': [(16, 17, 18, 23, 15)], 'pyridine': [(3, 2, 1, 27, 26, 4)]}"
CN(C)c1cc(-c2n[nH]c(N)n2)ccn1,"{'Primary aromatic amine': [(10, 9)], 'Tertiary mixed amine': [(1,)], '4H-1,2,4-triazole': [(6, 11, 9, 8, 7)], 'pyridine': [(5, 4, 3, 14, 13, 12)]}"
Cn1c(=O)c2nc[nH]c2n(C)c1=O,"{'uracil': [(3, 2, 4, 8, 9, 11, 12, 1)], 'purine': [(11, 1, 2, 4, 5, 6, 7, 8, 9)]}"
O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,"{'Ketone': [(2, 1, 0, 20), (8, 9, 10, 11)], 'Arylfluoride': [(15, 14), (24, 23)], 'Benzene': [(11, 12, 13, 14, 16, 17), (20, 21, 22, 23, 25, 26)], 'piperidine': [(8, 7, 6, 5, 19, 18)]}"
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"{'Phenol': [(16, 15)], 'Benzene': [(12, 13, 14, 15, 17, 18)], 'decahydroisoquinoline': [(6, 7, 8, 9, 10, 1, 2, 3, 4, 5)]}"
CCN(CC)CC(=O)Nc1c(C)cccc1C,"{'Tertiary aliphatic amine': [(2,)], 'Secondary amide': [(6, 7, 8, 9)], 'Benzene': [(9, 10, 12, 13, 14, 15)]}"
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,"{'Secondary hydroxyl': [(20, 19)], 'Imine': [(18, 10)], 'Lactam': [(19, 1, 0, 2)], 'Arylchloride': [(7, 6), (17, 16)], 'Benzene': [(3, 4, 5, 6, 8, 9), (11, 12, 13, 14, 15, 16)]}"
