smiles,fgs
Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCC3CCCCC3)cc2c1,"{'Primary aromatic amine': [(13, 12)], 'Secondary amide': [(18, 19, 20, 21)], 'Benzene': [(1, 2, 3, 4, 5, 6)], 'quinoline': [(7, 8, 9, 10, 11, 12, 14, 28, 29, 30)]}"
CCc1ccc2c(c1)C([NH2+]CC(O)C1Cc3cccc(c3)CCCCn3cc(cc(N4CCCC4)c3=O)C(=O)N1)CC1(CCC1)O2,"{'Secondary hydroxyl': [(12, 11)], 'Alkylarylether': [(45, 5, 41)], 'Ammonium': [(9,)], 'Lactam': [(27, 37, 38, 39), (29, 35, 36, 25)], 'Benzene': [(2, 3, 4, 5, 6, 7), (15, 16, 17, 18, 19, 20)], 'pyrrolidine': [(32, 33, 34, 30, 31)], 'pyridine': [(28, 27, 26, 25, 35, 29)]}"
CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,"{'Alkyne': [(1, 2)], 'Lactam': [(16, 18, 19, 20)], 'Amidine': [(26, 25, 24)], 'Arylfluoride': [(29, 28), (32, 31)], 'Benzene': [(8, 9, 10, 11, 12, 35), (27, 28, 30, 31, 33, 34)], 'pyridine': [(15, 14, 23, 20, 18, 16), (36, 7, 6, 5, 4, 3)]}"
CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(NC(C)=O)(C(C)CC)C2=O)C1,"{'Secondary hydroxyl': [(9, 8)], 'Dialkylether': [(3, 2, 4)], 'Secondary amide': [(21, 22, 20, 10), (37, 39, 36, 35)], 'Lactam': [(35, 44, 45, 32)], 'Arylfluoride': [(15, 14), (18, 17)], 'Benzene': [(12, 13, 14, 16, 17, 19), (26, 27, 28, 29, 30, 31)], 'pyrrolidine': [(4, 46, 7, 6, 5), (34, 35, 44, 32, 33)]}"
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3ccccc3)C[NH2+]2)C1=O,"{'Secondary hydroxyl': [(35, 34)], 'Alkylarylether': [(39, 40, 38)], 'Secondary amide': [(6, 8, 5, 4), (21, 22, 23, 24)], 'Lactam': [(4, 48, 49, 11)], 'Arylfluoride': [(29, 28), (32, 31)], 'Benzene': [(15, 16, 17, 18, 19, 20), (26, 27, 28, 30, 31, 33), (40, 41, 42, 43, 44, 45)], 'pyrrolidine': [(4, 9, 10, 11, 48), (37, 38, 46, 47, 36)]}"
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3ccccn3)C[NH2+]2)C1=O,"{'Secondary hydroxyl': [(35, 34)], 'Alkylarylether': [(39, 40, 38)], 'Secondary amide': [(6, 8, 5, 4), (21, 22, 23, 24)], 'Lactam': [(4, 48, 49, 11)], 'Arylfluoride': [(29, 28), (32, 31)], 'Benzene': [(15, 16, 17, 18, 19, 20), (26, 27, 28, 30, 31, 33)], 'pyrrolidine': [(4, 9, 10, 11, 48), (37, 38, 46, 47, 36)], 'pyridine': [(42, 41, 40, 45, 44, 43)]}"
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCc3cccc(C(F)(F)F)c3)C[NH2+]2)C1=O,"{'Secondary hydroxyl': [(35, 34)], 'Dialkylether': [(39, 38, 40)], 'Secondary amide': [(6, 8, 5, 4), (21, 22, 23, 24)], 'Lactam': [(4, 53, 54, 11)], 'Arylfluoride': [(29, 28), (32, 31)], 'Trifluoromethyl': [(47, 46, 48, 49)], 'Benzene': [(15, 16, 17, 18, 19, 20), (26, 27, 28, 30, 31, 33), (41, 42, 43, 44, 45, 50)], 'pyrrolidine': [(4, 9, 10, 11, 53), (37, 38, 51, 52, 36)]}"
CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C1Cc3cccc(c3)CCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2,"{'Secondary hydroxyl': [(15, 14)], 'Alkylarylether': [(42, 8, 38)], 'Ammonium': [(12,)], 'Lactam': [(29, 34, 35, 36), (31, 32, 33, 27)], 'Benzene': [(18, 19, 20, 21, 22, 23)], 'pyridine': [(10, 9, 8, 7, 6, 5), (30, 29, 28, 27, 32, 31)]}"
C#Cc1ccc(F)c(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,"{'Alkyne': [(0, 1)], 'Secondary hydroxyl': [(17, 16)], 'Dialkylether': [(14, 13, 15)], 'Alkylarylether': [(26, 27, 22)], 'Ammonium': [(19,)], 'Secondary amide': [(11, 12, 10, 9)], 'Arylfluoride': [(6, 5)], 'Benzene': [(2, 3, 4, 5, 7, 38)], 'pyridine': [(36, 30, 29, 28, 27, 37)]}"
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(/C(C)=N\O)c1,"{'Secondary hydroxyl': [(26, 25)], 'Alkylarylether': [(35, 34, 36)], 'Ammonium': [(28,)], 'Oxime': [(42, 40, 43)], 'Secondary amide': [(12, 13, 14, 15)], 'Tertiary amide': [(7, 8, 3, 2, 4)], 'Arylfluoride': [(20, 19), (23, 22)], 'Benzene': [(9, 10, 11, 38, 39, 44), (17, 18, 19, 21, 22, 24), (30, 31, 32, 33, 34, 37)]}"
CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)C[NH2+]CCC(F)(F)F)cc31)N(C)S(=O)(=O)CC2,"{'Secondary hydroxyl': [(21, 20)], 'Ammonium': [(23,)], 'Secondary amide': [(9, 10, 11, 12)], 'Sulfonamide': [(34, 35, 36, 32)], 'Trifluoromethyl': [(27, 26, 28, 29)], 'Benzene': [(14, 15, 16, 17, 18, 19)], '1H-indole': [(7, 8, 30, 31, 2, 3, 4, 5, 6)]}"
CCOc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,"{'Secondary hydroxyl': [(18, 17)], 'Alkylarylether': [(2, 3, 1)], 'Ammonium': [(20,)], 'Secondary amide': [(6, 7, 8, 9)], 'Sulfonamide': [(41, 43, 44, 34)], 'Trifluoromethyl': [(28, 27, 29, 30)], 'Benzene': [(3, 4, 5, 32, 33, 45), (11, 12, 13, 14, 15, 16), (22, 23, 24, 25, 26, 31), (35, 36, 37, 38, 39, 40)]}"
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCc3cccc(C#N)c3)C[NH2+]2)C1=O,"{'Secondary hydroxyl': [(35, 34)], 'Dialkylether': [(39, 38, 40)], 'Secondary amide': [(6, 8, 5, 4), (21, 22, 23, 24)], 'Lactam': [(4, 51, 52, 11)], 'Nitrile': [(47, 46)], 'Arylfluoride': [(29, 28), (32, 31)], 'Benzene': [(15, 16, 17, 18, 19, 20), (26, 27, 28, 30, 31, 33), (41, 42, 43, 44, 45, 48)], 'pyrrolidine': [(4, 9, 10, 11, 51), (37, 38, 49, 50, 36)]}"
C[C@@H](Oc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F,"{'Secondary hydroxyl': [(27, 26)], 'Alkylarylether': [(2, 3, 1)], 'Primary aromatic amine': [(32, 31)], 'Ammonium': [(14,)], 'Arylfluoride': [(30, 29)], 'Sulfonyl': [(9, 10, 11)], 'Trifluoromethyl': [(34, 33, 35, 36)], 'Benzene': [(3, 4, 5, 28, 29, 31), (16, 17, 18, 19, 20, 25)], 'thiane': [(26, 13, 12, 9, 8, 7)]}"
CC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,"{'Secondary hydroxyl': [(4, 3)], 'Alkylarylether': [(7, 8, 6)], 'Secondary amide': [(17, 18, 16, 5), (22, 23, 24, 25), (42, 43, 44, 45), (46, 47, 48, 49)], 'Arylfluoride': [(11, 10), (14, 13)], 'Sulfonamide': [(37, 39, 40, 35)], 'Benzene': [(8, 9, 10, 12, 13, 15), (19, 20, 21, 33, 34, 41), (27, 28, 29, 30, 31, 32), (50, 51, 52, 53, 54, 55)]}"
CC(O)C(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(2, 1), (20, 19)], 'Alkylarylether': [(29, 30, 25)], 'Ammonium': [(22,)], 'Secondary amide': [(3, 4, 5, 6)], 'Benzene': [(8, 9, 10, 11, 12, 18)], 'thiazole': [(15, 16, 17, 13, 14)], 'pyridine': [(39, 33, 32, 31, 30, 40)]}"
CC(C)c1cccc(C[NH2+]CC(O)C2COC/C=C/C[C@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,"{'Alkene': [(17, 18)], 'Secondary hydroxyl': [(12, 11)], 'Dialkylether': [(15, 14, 16)], 'Ammonium': [(9,)], 'Lactam': [(30, 28, 29, 27), (32, 42, 43, 44)], 'Sulfonamide': [(37, 39, 40, 35)], 'Benzene': [(3, 4, 5, 6, 7, 45), (21, 22, 23, 24, 25, 26), (30, 31, 32, 33, 34, 41)]}"
C#Cc1cccc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,"{'Alkyne': [(0, 1)], 'Secondary hydroxyl': [(16, 15)], 'Dialkylether': [(13, 12, 14)], 'Alkylarylether': [(25, 26, 21)], 'Ammonium': [(18,)], 'Secondary amide': [(10, 11, 9, 8)], 'Benzene': [(2, 3, 4, 5, 6, 37)], 'pyridine': [(35, 29, 28, 27, 26, 36)]}"
CC(=O)NC(Cc1ccccc1F)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(14, 13)], 'Alkylarylether': [(23, 24, 19)], 'Ammonium': [(16,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(12, 11)], 'Benzene': [(6, 7, 8, 9, 10, 11)], 'pyridine': [(33, 27, 26, 25, 24, 34)]}"
COc1ccc(CC(NC(C)=O)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1F,"{'Secondary hydroxyl': [(13, 12)], 'Alkylarylether': [(1, 2, 0), (22, 23, 18)], 'Ammonium': [(15,)], 'Secondary amide': [(9, 11, 8, 7)], 'Arylfluoride': [(36, 35)], 'Benzene': [(2, 3, 4, 5, 34, 35)], 'pyridine': [(32, 26, 25, 24, 23, 33)]}"
CC(CC(O)C(COCc1ccccc1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,"{'Secondary hydroxyl': [(4, 3)], 'Dialkylether': [(7, 6, 8)], 'Secondary amide': [(16, 17, 15, 5), (21, 22, 23, 24), (41, 42, 43, 44), (45, 46, 47, 48)], 'Sulfonamide': [(36, 38, 39, 34)], 'Benzene': [(9, 10, 11, 12, 13, 14), (18, 19, 20, 32, 33, 40), (26, 27, 28, 29, 30, 31), (49, 50, 51, 52, 53, 54)]}"
C#Cc1cc(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F,"{'Alkyne': [(0, 1)], 'Secondary hydroxyl': [(14, 13)], 'Dialkylether': [(11, 10, 12)], 'Alkylarylether': [(23, 24, 19)], 'Ammonium': [(16,)], 'Secondary amide': [(8, 9, 7, 6)], 'Arylfluoride': [(38, 37)], 'Benzene': [(2, 3, 4, 35, 36, 37)], 'pyridine': [(33, 27, 26, 25, 24, 34)]}"
CC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(18, 17)], 'Alkylarylether': [(27, 28, 23)], 'Ammonium': [(20,)], 'Secondary amide': [(1, 2, 3, 4)], 'Benzene': [(6, 7, 8, 9, 10, 16)], 'thiazole': [(13, 14, 15, 11, 12)], 'pyridine': [(37, 31, 30, 29, 28, 38)]}"
CC(=O)NC(Cc1ccc(F)c(C)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(15, 14)], 'Alkylarylether': [(24, 25, 20)], 'Ammonium': [(17,)], 'Secondary amide': [(1, 2, 3, 4)], 'Arylfluoride': [(10, 9)], 'Benzene': [(6, 7, 8, 9, 11, 13)], 'pyridine': [(34, 28, 27, 26, 25, 35)]}"
CCCN(CCC)C(=O)c1cc(C(C)=O)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,"{'Secondary hydroxyl': [(31, 30)], 'Alkylarylether': [(40, 39, 41)], 'Ammonium': [(33,)], 'Ketone': [(11, 12, 14, 13)], 'Secondary amide': [(17, 18, 19, 20)], 'Tertiary amide': [(7, 8, 3, 2, 4)], 'Arylfluoride': [(25, 24), (28, 27)], 'Benzene': [(9, 10, 11, 15, 16, 43), (22, 23, 24, 26, 27, 29), (35, 36, 37, 38, 39, 42)]}"
CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(C2CCCC2)c1,"{'Secondary hydroxyl': [(26, 25)], 'Ammonium': [(28,)], 'Secondary amide': [(14, 15, 16, 17)], 'Sulfonamide': [(1, 2, 3, 4)], 'Trifluoromethyl': [(36, 35, 37, 38)], 'Benzene': [(5, 6, 7, 8, 9, 10), (11, 12, 13, 40, 41, 47), (19, 20, 21, 22, 23, 24), (30, 31, 32, 33, 34, 39)]}"
COCCOC[C@@H](Oc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F,"{'Secondary hydroxyl': [(32, 31)], 'Dialkylether': [(1, 0, 2), (4, 3, 5)], 'Alkylarylether': [(7, 8, 6)], 'Primary aromatic amine': [(37, 36)], 'Ammonium': [(19,)], 'Arylfluoride': [(35, 34)], 'Sulfonyl': [(14, 15, 16)], 'Trifluoromethyl': [(39, 38, 40, 41)], 'Benzene': [(8, 9, 10, 33, 34, 36), (21, 22, 23, 24, 25, 30)], 'thiane': [(31, 18, 17, 14, 13, 12)]}"
COCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(20, 19)], 'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(29, 30, 25)], 'Ammonium': [(22,)], 'Secondary amide': [(3, 4, 5, 6)], 'Benzene': [(8, 9, 10, 11, 12, 18)], 'thiazole': [(15, 16, 17, 13, 14)], 'pyridine': [(39, 33, 32, 31, 30, 40)]}"
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3cccc(OC)c3C[NH2+]2)C1=O,"{'Secondary hydroxyl': [(35, 34)], 'Alkylarylether': [(43, 42, 44)], 'Ammonium': [(47,)], 'Secondary amide': [(6, 8, 5, 4), (21, 22, 23, 24)], 'Lactam': [(4, 48, 49, 11)], 'Arylfluoride': [(29, 28), (32, 31)], 'Benzene': [(15, 16, 17, 18, 19, 20), (26, 27, 28, 30, 31, 33), (38, 39, 40, 41, 42, 45)], 'pyrrolidine': [(4, 9, 10, 11, 48)]}"
COc1cc(CC(NC(C)=O)C(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F,"{'Secondary hydroxyl': [(12, 11)], 'Alkylarylether': [(1, 2, 0), (21, 22, 17)], 'Ammonium': [(14,)], 'Secondary amide': [(8, 10, 7, 6)], 'Arylfluoride': [(36, 35)], 'Benzene': [(2, 3, 4, 33, 34, 35)], 'pyridine': [(31, 25, 24, 23, 22, 32)]}"
CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(C(O)CCC)C2=O)C1,"{'Secondary hydroxyl': [(9, 8), (37, 36)], 'Dialkylether': [(3, 2, 4)], 'Secondary amide': [(21, 22, 20, 10)], 'Lactam': [(35, 41, 42, 32)], 'Arylfluoride': [(15, 14), (18, 17)], 'Benzene': [(12, 13, 14, 16, 17, 19), (26, 27, 28, 29, 30, 31)], 'pyrrolidine': [(4, 43, 7, 6, 5), (34, 35, 41, 32, 33)]}"
CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CCOCC4)cc31)N(C)S(=O)(=O)CC2,"{'Secondary hydroxyl': [(21, 20)], 'Ammonium': [(23,)], 'Secondary amide': [(9, 10, 11, 12)], 'Sulfonamide': [(34, 35, 36, 32)], 'Benzene': [(14, 15, 16, 17, 18, 19)], 'tetrahydropyran': [(24, 25, 26, 27, 28, 29)], '1H-indole': [(7, 8, 30, 31, 2, 3, 4, 5, 6)]}"
CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)CNc4ccccc4)cc31)N(C)S(=O)(=O)CC2,"{'Secondary hydroxyl': [(21, 20)], 'Secondary mixed amine': [(23,)], 'Secondary amide': [(9, 10, 11, 12)], 'Sulfonamide': [(34, 35, 36, 32)], 'Benzene': [(14, 15, 16, 17, 18, 19), (24, 25, 26, 27, 28, 29)], '1H-indole': [(7, 8, 30, 31, 2, 3, 4, 5, 6)]}"
CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C(C)(C)CCCC(C)C)cc13)N(C)S(=O)(=O)CC2,"{'Secondary hydroxyl': [(21, 20)], 'Ammonium': [(23,)], 'Secondary amide': [(9, 10, 11, 12)], 'Sulfonamide': [(37, 38, 39, 35)], 'Benzene': [(14, 15, 16, 17, 18, 19)], '1H-indole': [(8, 7, 6, 5, 4, 3, 2, 34, 33)]}"
CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]C4CCOCC4)cc13)N(CC)S(=O)(=O)CC2,"{'Secondary hydroxyl': [(21, 20)], 'Ammonium': [(23,)], 'Secondary amide': [(9, 10, 11, 12)], 'Sulfonamide': [(35, 36, 37, 32)], 'Benzene': [(14, 15, 16, 17, 18, 19)], 'tetrahydropyran': [(24, 25, 26, 27, 28, 29)], '1H-indole': [(8, 7, 6, 5, 4, 3, 2, 31, 30)]}"
CC(C)c1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,"{'Secondary hydroxyl': [(18, 17)], 'Ammonium': [(20,)], 'Secondary amide': [(6, 7, 8, 9)], 'Sulfonamide': [(41, 43, 44, 34)], 'Trifluoromethyl': [(28, 27, 29, 30)], 'Benzene': [(3, 4, 5, 32, 33, 45), (11, 12, 13, 14, 15, 16), (22, 23, 24, 25, 26, 31), (35, 36, 37, 38, 39, 40)]}"
CC(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)C)cc21,"{'Secondary hydroxyl': [(13, 12)], 'Alkylarylether': [(22, 23, 18)], 'Ammonium': [(15,)], 'Secondary amide': [(1, 2, 3, 4)], 'Benzene': [(6, 7, 8, 9, 10, 11)], 'pyridine': [(31, 26, 25, 24, 23, 32)]}"
CCCC(O)C1CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)C1=O,"{'Secondary hydroxyl': [(4, 3), (32, 31)], 'Alkylarylether': [(41, 40, 42)], 'Ammonium': [(34,)], 'Secondary amide': [(18, 19, 20, 21)], 'Lactam': [(5, 44, 45, 8)], 'Arylfluoride': [(26, 25), (29, 28)], 'Benzene': [(12, 13, 14, 15, 16, 17), (23, 24, 25, 27, 28, 30), (36, 37, 38, 39, 40, 43)], 'pyrrolidine': [(5, 6, 7, 8, 44)]}"
COCC(=O)NC(Cc1cccc(-c2cncs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(20, 19)], 'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(29, 30, 25)], 'Ammonium': [(22,)], 'Secondary amide': [(3, 4, 5, 6)], 'Benzene': [(8, 9, 10, 11, 12, 18)], 'thiazole': [(14, 13, 17, 16, 15)], 'pyridine': [(39, 33, 32, 31, 30, 40)]}"
COCC(=O)NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(18, 17)], 'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(27, 28, 23)], 'Ammonium': [(20,)], 'Acetal': [(14, 12, 15, 16, 11)], 'Secondary amide': [(3, 4, 5, 6)], 'Benzene': [(8, 9, 10, 11, 12, 13)], 'pyridine': [(37, 31, 30, 29, 28, 38)]}"
CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CCc2ccccc2)N2CCC(CC(C)C)C2=O)C1,"{'Secondary hydroxyl': [(9, 8)], 'Dialkylether': [(3, 2, 4)], 'Secondary amide': [(21, 22, 20, 10)], 'Lactam': [(35, 40, 41, 32)], 'Arylfluoride': [(15, 14), (18, 17)], 'Benzene': [(12, 13, 14, 16, 17, 19), (26, 27, 28, 29, 30, 31)], 'pyrrolidine': [(4, 42, 7, 6, 5), (34, 35, 40, 32, 33)]}"
COCC(=O)NC(Cc1cccc(-c2nc(C)cs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(21, 20)], 'Dialkylether': [(1, 0, 2)], 'Alkylarylether': [(30, 31, 26)], 'Ammonium': [(23,)], 'Secondary amide': [(3, 4, 5, 6)], 'Benzene': [(8, 9, 10, 11, 12, 19)], 'thiazole': [(15, 17, 18, 13, 14)], 'pyridine': [(40, 34, 33, 32, 31, 41)]}"
CCOCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(21, 20)], 'Dialkylether': [(2, 1, 3)], 'Alkylarylether': [(30, 31, 26)], 'Ammonium': [(23,)], 'Secondary amide': [(4, 5, 6, 7)], 'Benzene': [(9, 10, 11, 12, 13, 19)], 'thiazole': [(16, 17, 18, 14, 15)], 'pyridine': [(40, 34, 33, 32, 31, 41)]}"
CC(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,"{'Secondary hydroxyl': [(13, 12)], 'Alkylarylether': [(22, 23, 18)], 'Ammonium': [(15,)], 'Secondary amide': [(1, 2, 3, 4)], 'Benzene': [(6, 7, 8, 9, 10, 11)], 'pyridine': [(32, 26, 25, 24, 23, 33)]}"
CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3cccnc3)C[NH2+]2)C1=O,"{'Secondary hydroxyl': [(35, 34)], 'Alkylarylether': [(39, 40, 38)], 'Secondary amide': [(6, 8, 5, 4), (21, 22, 23, 24)], 'Lactam': [(4, 48, 49, 11)], 'Arylfluoride': [(29, 28), (32, 31)], 'Benzene': [(15, 16, 17, 18, 19, 20), (26, 27, 28, 30, 31, 33)], 'pyrrolidine': [(4, 9, 10, 11, 48), (37, 38, 46, 47, 36)], 'pyridine': [(41, 40, 45, 44, 43, 42)]}"
CCc1ccc2c(c1)C([NH2+]CC(O)C1Cc3cccc(c3)CCCCn3cc(cc(-c4ccccn4)c3=O)C(=O)N1)CC1(CCC1)O2,"{'Secondary hydroxyl': [(12, 11)], 'Alkylarylether': [(46, 5, 42)], 'Ammonium': [(9,)], 'Lactam': [(27, 38, 39, 40), (29, 36, 37, 25)], 'Benzene': [(2, 3, 4, 5, 6, 7), (15, 16, 17, 18, 19, 20)], 'pyridine': [(28, 27, 26, 25, 36, 29), (32, 31, 30, 35, 34, 33)]}"
CCCO/N=C(/C)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,"{'Secondary hydroxyl': [(24, 23)], 'Alkylarylether': [(33, 32, 34)], 'Ammonium': [(26,)], 'Oximether': [(4, 5, 3, 2)], 'Secondary amide': [(10, 11, 12, 13)], 'Arylfluoride': [(18, 17), (21, 20)], 'Sulfonamide': [(45, 47, 48, 38)], 'Benzene': [(7, 8, 9, 36, 37, 49), (15, 16, 17, 19, 20, 22), (28, 29, 30, 31, 32, 35), (39, 40, 41, 42, 43, 44)]}"
CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C(C)(C)c2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,"{'Secondary hydroxyl': [(18, 17)], 'Secondary mixed amine': [(2,)], 'Ammonium': [(20,)], 'Secondary amide': [(6, 7, 8, 9)], 'Sulfonamide': [(41, 42, 43, 36)], 'Trifluoromethyl': [(30, 29, 31, 32)], 'Benzene': [(3, 4, 5, 34, 35, 44), (11, 12, 13, 14, 15, 16), (24, 25, 26, 27, 28, 33)]}"
CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1,"{'Secondary hydroxyl': [(26, 25)], 'Ammonium': [(28,)], 'Secondary amide': [(14, 15, 16, 17)], 'Lactam': [(45, 46, 47, 42)], 'Sulfonamide': [(1, 2, 3, 4)], 'Trifluoromethyl': [(36, 35, 37, 38)], 'Benzene': [(5, 6, 7, 8, 9, 10), (11, 12, 13, 40, 41, 48), (19, 20, 21, 22, 23, 24), (30, 31, 32, 33, 34, 39)], 'pyrrolidine': [(44, 45, 46, 42, 43)]}"
CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OCC(F)F)c3)C2O)c1,"{'Alkylfluoride': [(29, 28), (30, 28)], 'Secondary hydroxyl': [(33, 32)], 'Alkylarylether': [(26, 25, 27)], 'Primary aromatic amine': [(24, 23)], 'Ammonium': [(10,)], 'Arylfluoride': [(22, 21)], 'Sulfonyl': [(13, 14, 15)], 'Benzene': [(4, 5, 6, 7, 8, 34), (19, 20, 21, 23, 25, 31)], 'thiane': [(32, 17, 16, 13, 12, 11)]}"
CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OCC(F)(F)F)c3)C2O)c1,"{'Secondary hydroxyl': [(34, 33)], 'Alkylarylether': [(26, 25, 27)], 'Primary aromatic amine': [(24, 23)], 'Ammonium': [(10,)], 'Arylfluoride': [(22, 21)], 'Sulfonyl': [(13, 14, 15)], 'Trifluoromethyl': [(29, 28, 30, 31)], 'Benzene': [(4, 5, 6, 7, 8, 35), (19, 20, 21, 23, 25, 32)], 'thiane': [(33, 17, 16, 13, 12, 11)]}"
