smiles,fgs
O=C([O-])CNC(=O)c1ccccc1[123I].[Na+],"{'Carboxylic acid': [(1, 0, 2)], 'Secondary amide': [(5, 6, 4, 3)], 'Aryliodide': [(13, 12)], 'Benzene': [(7, 8, 9, 10, 11, 12)]}"
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.c1ccc(CCNCc2ccccc2)cc1,"{'Dialkylthioether': [(3, 1, 4)], 'Secondary aliphatic amine': [(29,)], 'Carboxylic acid': [(20, 21, 22)], 'Secondary amide': [(7, 8, 6, 5)], 'Benzene': [(10, 11, 12, 13, 14, 15), (23, 24, 25, 26, 37, 38), (31, 32, 33, 34, 35, 36)], 'azetidin-2-one': [(17, 16, 5, 4, 18)]}"
O.O.O=P([O-])([O-])O.[Na+].[Na+],"{'Phosphoric acid': [(3, 2, 4, 5, 6)]}"
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1.[Na+],"{'Alkene': [(8, 9)], 'Dialkylthioether': [(32, 31, 33)], 'Carboxylic acid': [(10, 11, 12)], 'Primary amide': [(1, 2, 0)], 'Secondary amide': [(18, 19, 17, 16)], 'Sulfonic acid': [(27, 28, 29, 30)], 'Benzene': [(21, 22, 23, 24, 25, 26)], 'azetidin-2-one': [(15, 14, 16, 31, 13)], 'pyridine': [(3, 4, 5, 6, 34, 35)]}"
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,"{'Alkene': [(20, 21)], 'Arylfluoride': [(2, 3), (12, 11)], 'Benzene': [(3, 4, 5, 6, 30, 31), (8, 9, 10, 11, 13, 14), (22, 23, 24, 25, 26, 27)], 'piperazine': [(16, 17, 18, 28, 29, 15)]}"
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,"{'Carboxylic ester': [(3, 4, 2, 1)], 'Aryliodide': [(19, 18)], 'Benzene': [(15, 16, 17, 18, 20, 21)]}"
O=C(CO)CO,"{'Primary hydroxyl': [(3, 2), (5, 4)], 'Ketone': [(2, 1, 0, 4)]}"
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],"{'Ammonium': [(11,)], 'Urethane': [(1, 3, 4, 5)], 'Benzene': [(6, 7, 8, 9, 10, 15)]}"
Oc1cccc(O)c1O,"{'Phenol': [(0, 1), (6, 5), (8, 7)], 'Benzene': [(1, 2, 3, 4, 5, 7)]}"
Cc1cccc(C)c1NC(=O)C(C)N,"{'Primary aliphatic amine': [(13,)], 'Secondary amide': [(9, 10, 8, 7)], 'Benzene': [(1, 2, 3, 4, 5, 7)]}"
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,"{'Tertiary aliphatic amine': [(1,)], 'Phenol': [(16, 15), (18, 17)], 'Benzene': [(4, 5, 6, 7, 8, 9), (12, 13, 14, 15, 17, 19)]}"
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl,"{'Secondary hydroxyl': [(28, 27)], 'Tertiary hydroxyl': [(13, 12)], 'Tertiary aliphatic amine': [(1,)], 'Ketone': [(6, 10, 11, 12), (16, 17, 18, 19)], 'Enol': [(5, 4, 6), (15, 14, 16)], 'Primary amide': [(7, 9, 8)], 'Phenol': [(21, 20)], 'Arylchloride': [(25, 24)], 'Benzene': [(19, 20, 22, 23, 24, 26)]}"
N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,"{'Lactam': [(8, 25, 26, 18)], 'Nitrile': [(0, 1)], 'Benzene': [(2, 3, 4, 5, 6, 7), (19, 20, 21, 22, 23, 24)], 'pyridine': [(9, 8, 25, 18, 17, 10), (13, 12, 11, 16, 15, 14)]}"
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,"{'Primary aromatic amine': [(13, 12)], 'Sulfonamide': [(6, 7, 8, 5)], 'Benzene': [(9, 10, 11, 12, 14, 15)], '1,3,4-thiadiazole': [(1, 2, 3, 4, 16)]}"
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,"{'Benzene': [(10, 11, 12, 13, 14, 15)], '2-oxazolidone': [(0, 1, 2, 3, 4, 18)], 'piperidine': [(4, 5, 6, 7, 16, 17)]}"
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,"{'Alkylarylether': [(1, 2, 0), (8, 7, 9)], 'Ketone': [(9, 10, 11, 12)], 'Benzene': [(2, 3, 4, 5, 6, 7)], 'decahydroisoquinoline': [(10, 12, 13, 14, 15, 17, 19, 20, 21, 9)]}"
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,"{'Primary hydroxyl': [(11, 10)], 'Secondary hydroxyl': [(8, 7)], 'Primary aromatic amine': [(0, 1)], 'Oxoarene': [(13, 14)], 'tetrahydrofuran': [(6, 7, 9, 12, 5)], '1,3,5-triazine': [(1, 2, 3, 4, 13, 15)]}"
Cl.NCCCC(N)(C(=O)O)C(F)F.O,"{'Alkylfluoride': [(11, 10), (12, 10)], 'Primary aliphatic amine': [(1,), (6,)], 'Carboxylic acid': [(7, 8, 9)]}"
NCCc1ccc(O)c(O)c1,"{'Primary aliphatic amine': [(0,)], 'Phenol': [(7, 6), (9, 8)], 'Benzene': [(3, 4, 5, 6, 8, 10)]}"
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,"{'Carboxylic ester': [(12, 13, 14, 15), (21, 22, 23, 24)], 'Tertiary amide': [(2, 3, 4, 5, 11)], 'Benzene': [(5, 6, 7, 8, 9, 10)], 'piperidine': [(11, 16, 17, 18, 25, 26)]}"
CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,"{'Alkene': [(18, 19)], 'Carboxylic acid': [(24, 25, 26)], 'Benzene': [(8, 9, 10, 17, 29, 30), (20, 21, 22, 23, 27, 28)], 'pyrazole': [(14, 13, 12, 16, 15)]}"
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,"{'Alkylchloride': [(15, 14), (18, 17)], 'Urethane': [(12, 10, 11, 9)], 'Phosphoric monoester': [(29, 30, 31, 32, 28, 27)], 'Benzene': [(5, 6, 7, 8, 19, 20)]}"
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,"{'Primary aromatic amine': [(0, 1)], 'Lactam': [(5, 17, 18, 8)], 'Imide acidic': [(12, 13, 14, 15, 16)], 'Benzene': [(1, 2, 3, 4, 5, 6)], 'piperidine': [(10, 9, 15, 14, 12, 11)]}"
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,"{'Alkene': [(11, 12)], 'Alkylarylether': [(1, 2, 0)], 'Carboxylic ester': [(16, 17, 18, 19)], 'Lactone': [(6, 27, 28, 29, 30)], 'Phenol': [(8, 7)], 'Benzene': [(2, 3, 5, 6, 7, 9)], 'morpholine': [(22, 23, 24, 25, 26, 21)]}"
CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,"{'Secondary hydroxyl': [(19, 18)], 'Carboxylic ester': [(1, 2, 3, 4)], 'Benzene': [(4, 5, 6, 7, 8, 9)]}"
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,"{'Alkene': [(5, 6)], 'Carboxylic ester': [(3, 4, 2, 1)], 'piperidine': [(10, 7, 25, 13, 12, 11)], '1H-indole': [(22, 21, 20, 19, 18, 17, 16, 24, 23)]}"
CC(O)C(=O)O.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,"{'Alkene': [(25, 26)], 'Secondary hydroxyl': [(2, 1)], 'Tertiary hydroxyl': [(6, 7)], 'Carboxylic acid': [(3, 4, 5)], 'Benzene': [(16, 17, 18, 19, 20, 21)], 'piperidine': [(13, 12, 11, 10, 15, 14)]}"
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"{'Alkene': [(21, 22), (25, 26)], 'Alkylfluoride': [(30, 29)], 'Secondary hydroxyl': [(32, 31)], 'Ketone': [(5, 6, 7, 8), (22, 23, 24, 25)], 'Carboxylic ester': [(2, 3, 4, 5), (10, 11, 9, 8)]}"
O.O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,"{'Hydroxy': [(23,)], 'Secondary amide': [(2, 1, 3, 4)], 'Urea': [(15, 16, 17, 18)], 'Sulfuric derivative': [(20, 21, 22, 19, 23)], 'Sulfonyl': [(20, 21, 22)], 'Mixed anhydrides': [(18, 19, 20)], 'imidazolidine': [(13, 14, 15, 16, 18)], 'piperidine': [(4, 5, 6, 7, 8, 9), (12, 11, 10, 15, 14, 13)]}"
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,"{'Imine': [(14, 7)], 'Arylchloride': [(0, 1)], 'Benzene': [(1, 2, 3, 4, 5, 6), (8, 9, 10, 11, 12, 13)], '4H-1,2,4-triazole': [(16, 20, 19, 18, 17)]}"
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,"{'Alkyne': [(0, 1)], 'Primary aromatic amine': [(11, 10), (14, 13)], 'Carboxylic acid': [(27, 28, 29), (30, 31, 32)], 'Secondary amide': [(21, 22, 23, 24)], 'Benzene': [(17, 18, 19, 20, 33, 34)], 'pteridine': [(5, 6, 7, 8, 9, 10, 12, 13, 15, 16)]}"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"{'Alkene': [(0, 1)], 'Alkylarylether': [(26, 25, 27)], 'Tertiary aliphatic amine': [(34,)], 'Tertiary mixed amine': [(30,)], 'Secondary amide': [(2, 3, 4, 5)], 'Benzene': [(5, 6, 7, 25, 28, 29)], 'pyrimidine': [(12, 11, 10, 9, 24, 13)], '1H-indole': [(21, 20, 19, 18, 16, 15, 14, 23, 22)]}"
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,"{'Alkylarylether': [(1, 2, 0)], 'Secondary amide': [(9, 10, 11, 12)], 'Urea': [(21, 22, 23, 24)], 'Arylchloride': [(6, 5)], 'Sulfonyl': [(18, 19, 20)], 'Sulfonic derivative': [(18, 19, 20, 21)], 'Benzene': [(2, 3, 4, 5, 7, 8), (14, 15, 16, 17, 31, 32)]}"
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,"{'Alkylarylether': [(32, 31, 33)], 'Secondary aromatic amine': [(19,)], 'Secondary amide': [(5, 6, 4, 1), (12, 13, 11, 10)], 'Benzene': [(20, 21, 22, 23, 24, 31)], '4H-1,2,4-triazole': [(25, 26, 27, 28, 30)], 'pyridazine': [(17, 18, 7, 8, 9, 10)]}"
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.O=C(O)CCC(=O)O,"{'Alkene': [(0, 1)], 'Alkylarylether': [(32, 31, 33)], 'Tertiary aliphatic amine': [(40,)], 'Tertiary mixed amine': [(36,)], 'Carboxylic acid': [(44, 43, 45), (48, 49, 50)], 'Carboxylic ester': [(13, 14, 15, 16)], 'Secondary amide': [(2, 3, 4, 5)], 'Benzene': [(5, 6, 7, 31, 34, 35)], 'pyrimidine': [(12, 11, 10, 9, 30, 19)], '1H-indole': [(27, 26, 25, 24, 22, 21, 20, 29, 28)]}"
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,"{'Tertiary aliphatic amine': [(8,)], 'Ketone': [(1, 2, 3, 4)], 'Benzene': [(11, 12, 13, 14, 15, 16), (17, 18, 19, 20, 21, 22)]}"
CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1.Cl.Cl,"{'Lactam': [(15, 27, 28, 26)], '1H-pyrrole': [(13, 14, 15, 16, 17)], 'pyridine': [(6, 5, 30, 29, 8, 7)], 'piperazine': [(2, 3, 4, 31, 32, 1)], 'pyrimidine': [(13, 12, 11, 10, 18, 17)]}"
CCN(CC)C(=S)SSC(=S)N(CC)CC,"{'Disulfide': [(7, 8)]}"
Cc1cnc(C(=O)O)c[n+]1[O-],"{'Carboxylic acid': [(5, 6, 7)], 'N-Oxide': [(9, 10)], 'pyrazine': [(1, 2, 3, 4, 8, 9)]}"
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+],"{'Carboxylic acid': [(1, 0, 2)], 'Oxoarene': [(13, 14)], 'Hetero O': [(17,)], 'Benzene': [(3, 4, 5, 6, 7, 8), (10, 11, 12, 13, 15, 16), (18, 19, 20, 22, 23, 24)]}"
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,"{'Alkene': [(2, 3)], 'Phenol': [(10, 9), (17, 16)], 'Benzene': [(6, 7, 8, 9, 11, 12), (13, 14, 15, 16, 18, 19)]}"
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"{'Alkene': [(15, 16)], 'Ketone': [(4, 5, 7, 6), (16, 17, 18, 19)], 'Carboxylic ester': [(1, 2, 3, 4)]}"
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,"{'Alkene': [(27, 28), (31, 32)], 'Alkylchloride': [(35, 34)], 'Secondary hydroxyl': [(21, 20)], 'Ketone': [(5, 6, 7, 8), (28, 29, 30, 31)], 'Carboxylic ester': [(2, 3, 4, 5), (10, 11, 9, 8)]}"
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,"{'Alkylarylether': [(1, 2, 0)], '1,2-Diol': [(26, 25, 27, 28), (28, 27, 29, 30), (32, 31, 33, 34), (34, 33, 35, 36)], 'Acetal': [(15, 14, 16, 17, 18), (20, 19, 21, 22, 23)], 'Phenol': [(12, 11), (42, 41)], 'Oxoarene': [(8, 9)], 'Hetero O': [(39,)], 'Benzene': [(2, 3, 4, 5, 40, 41), (10, 11, 13, 14, 37, 38)], 'tetrahydropyran': [(27, 25, 23, 22, 21, 29), (33, 31, 18, 17, 16, 35)]}"
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1.O=C(O)/C=C\C(=O)O,"{'Alkene': [(25, 26)], 'Tertiary aliphatic amine': [(6,)], 'Carboxylic acid': [(23, 22, 24), (27, 28, 29)], 'pyridine': [(18, 17, 16, 21, 20, 19)], 'indene': [(3, 2, 15, 14, 13, 12, 11, 10, 9)]}"
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,"{'Tertiary hydroxyl': [(12, 11)], 'Carboxylic ester': [(9, 10, 8, 7)], 'Benzene': [(13, 14, 15, 16, 17, 18), (19, 20, 21, 22, 23, 24)], 'quinuclidine': [(3, 2, 1, 6, 5, 4, 7, 25)]}"
CCN(CC)CCOC(=O)c1ccc(N)cc1,"{'Tertiary aliphatic amine': [(2,)], 'Primary aromatic amine': [(14, 13)], 'Carboxylic ester': [(8, 9, 7, 6)], 'Benzene': [(10, 11, 12, 13, 15, 16)]}"
Nc1nc2[nH]cnc2c(=S)[nH]1,"{'Primary aromatic amine': [(0, 1)], 'Thiolactam': [(7, 8, 9, 10)], 'purine': [(1, 10, 8, 7, 6, 5, 4, 3, 2)]}"
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,"{'Alkene': [(21, 22), (25, 26)], 'Primary hydroxyl': [(18, 17)], 'Secondary hydroxyl': [(6, 5)], 'Tertiary hydroxyl': [(14, 13)], 'Ketone': [(13, 15, 16, 17), (22, 23, 24, 25)]}"
CC(=O)O.CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,"{'Primary aliphatic amine': [(7,)], 'Carboxylic acid': [(1, 2, 3)], 'Secondary amide': [(8, 9, 10, 11), (22, 23, 24, 25), (37, 38, 36, 25)], '1H-indole': [(19, 18, 17, 16, 15, 14, 13, 21, 20), (33, 32, 31, 30, 29, 28, 27, 35, 34)]}"
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,"{'Secondary hydroxyl': [(14, 13)], 'Alkylarylether': [(3, 4, 2)], 'Secondary aliphatic amine': [(10,)], 'Phenol': [(19, 18)], 'Benzene': [(4, 5, 6, 7, 8, 9), (15, 16, 17, 18, 20, 21)]}"
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,"{'Tertiary aliphatic amine': [(2,)], 'Imine': [(11, 12)], 'Lactam': [(10, 8, 9, 7)], 'Arylchloride': [(23, 22)], 'Arylfluoride': [(19, 18)], 'Benzene': [(13, 14, 15, 16, 17, 18), (20, 21, 22, 24, 25, 26)]}"
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,"{'Tertiary hydroxyl': [(3, 2)], 'Tertiary aliphatic amine': [(21,)], 'Lactone': [(2, 4, 5, 6, 7)], 'Lactam': [(8, 13, 14, 12)], 'Phenol': [(25, 24)], 'pyridine': [(9, 8, 13, 12, 11, 10)], 'quinoline': [(24, 26, 27, 28, 29, 30, 16, 17, 18, 19)]}"
CC1OC2(CS1)CN1CCC2CC1,"{'1,3-oxathiolane': [(3, 4, 5, 1, 2)], 'quinuclidine': [(3, 6, 7, 8, 9, 10, 11, 12)]}"
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,"{'Secondary aliphatic amine': [(1,)], '1,2-Diol': [(4, 3, 5, 6), (6, 5, 7, 8), (8, 7, 9, 10), (10, 9, 11, 12)], 'Carboxylic acid': [(14, 13, 15)], 'Arylchloride': [(25, 24), (28, 27)], 'Benzene': [(22, 23, 24, 26, 27, 29)], 'benzo[d]oxazole': [(17, 16, 32, 31, 30, 21, 20, 19, 18)]}"
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,"{'Alkene': [(27, 28)], 'Tertiary hydroxyl': [(3, 1)], 'Dialkylthioether': [(13, 12, 14)], 'Carboxylic acid': [(17, 18, 19)], 'Arylchloride': [(36, 35)], 'Benzene': [(4, 5, 6, 7, 8, 9), (22, 23, 24, 25, 26, 40)], 'quinoline': [(34, 35, 37, 38, 39, 29, 30, 31, 32, 33)]}"
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21.Cl.Cl,"{'Alkylarylether': [(1, 2, 0), (4, 3, 5)], 'Primary aromatic amine': [(27, 26)], 'Secondary amide': [(21, 22, 20, 19)], 'Guanidine': [(20, 19, 18, 30)], 'Benzene': [(2, 3, 14, 15, 16, 17)], '2-imidazoline': [(34, 33, 32, 31, 30)], 'pyrimidine': [(23, 24, 25, 26, 28, 29)], 'morpholine': [(9, 10, 11, 12, 13, 8)]}"
Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,"{'Alkene': [(17, 21)], 'Dialkylthioether': [(31, 30, 32)], 'Alkylarylthioether': [(23, 24, 22)], 'Carboxylic acid': [(18, 19, 20)], 'Secondary amide': [(6, 7, 8, 9), (10, 11, 12, 13)], 'Phenol': [(4, 3), (37, 36)], 'Benzene': [(33, 34, 35, 36, 38, 39)], 'azetidin-2-one': [(15, 14, 13, 32, 16)], 'tetrazole': [(24, 25, 26, 27, 28)], 'pyridine': [(3, 2, 1, 41, 40, 5)]}"
Nc1nc(=O)[nH]cc1F,"{'Arylfluoride': [(8, 7)], 'cytosine': [(0, 1, 7, 6, 5, 3, 4, 2)]}"
CCCc1cc(=O)[nH]c(=S)[nH]1,"{'Lactam': [(4, 5, 6, 7)], 'Thiourea': [(7, 8, 9, 10)], 'pyrimidine': [(4, 3, 10, 8, 7, 5)]}"
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,"{'Alkylarylether': [(28, 27, 29)], 'Secondary mixed amine': [(33,)], 'Primary amide': [(5, 7, 6)], 'Benzene': [(10, 11, 12, 13, 27, 30)], 'piperidine': [(17, 16, 15, 14, 26, 25)], 'piperazine': [(19, 20, 21, 23, 24, 18)], 'pyrazine': [(2, 32, 31, 8, 4, 3)], 'tetrahydropyran': [(34, 35, 36, 37, 38, 39)]}"
N[14C](N)=O,"{'Urea': [(0, 1, 3, 2)]}"
CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,"{'Tertiary hydroxyl': [(29, 28)], 'Alkylarylether': [(10, 11, 9)], 'Enol': [(8, 7, 6)], 'Secondary amide': [(4, 5, 3, 1)], 'Phenol': [(13, 12)], 'Hetero N nonbasic': [(32,), (40,)], 'Hetero O': [(41,)], 'Benzene': [(11, 12, 14, 15, 16, 17), (34, 35, 36, 37, 38, 39)], 'piperidine': [(18, 19, 20, 21, 26, 28)]}"
CS(=O)(=O)O.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,"{'Alkylarylether': [(17, 18, 16)], 'Acetal': [(24, 22, 25, 26, 21)], 'Arylfluoride': [(5, 6)], 'Sulfonic acid': [(1, 2, 3, 4)], 'Benzene': [(6, 7, 8, 9, 27, 28), (18, 19, 20, 21, 22, 23)], 'piperidine': [(10, 11, 12, 13, 14, 15)]}"
O=P([O-])(O)O.[K+],"{'Phosphoric acid': [(1, 0, 2, 3, 4)]}"
C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,"{'Peroxo': [(25, 26)], 'Acetal': [(11, 2, 12, 13, 14)], 'Carboxylic acid': [(8, 9, 10)], 'Carboxylic ester': [(4, 5, 3, 2)], 'tetrahydropyran': [(23, 24, 12, 11, 2, 1)], 'oxepane': [(17, 18, 24, 12, 13, 14, 16)]}"
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1.CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1.O=C(O)C(O)C(O)C(=O)O,"{'Alkylarylether': [(4, 5, 3), (35, 36, 34)], '1,2-Diol': [(66, 65, 67, 68)], 'Carboxylic acid': [(63, 62, 64), (69, 70, 71)], 'Urea': [(10, 11, 12, 13), (41, 42, 43, 44)], 'Arylfluoride': [(19, 18), (50, 49)], 'Benzene': [(5, 6, 7, 8, 29, 30), (15, 16, 17, 18, 20, 21), (36, 37, 38, 39, 60, 61), (46, 47, 48, 49, 51, 52)], 'piperidine': [(22, 23, 24, 25, 27, 28), (53, 54, 55, 56, 58, 59)]}"
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,"{'Dialkylether': [(8, 7, 9)], 'Tertiary mixed amine': [(3,)], 'Amide': [(10, 11, 12)], 'Sulfonyl': [(13, 15, 16)], 'Sulfonic derivative': [(13, 15, 16, 12)], 'Benzene': [(21, 22, 23, 24, 25, 26), (28, 29, 30, 31, 32, 33)], 'pyrazine': [(17, 18, 19, 20, 27, 34)]}"
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,"{'Amide': [(8, 9, 10), (14, 15, 13)], 'Thiourea': [(10, 11, 12, 13)]}"
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,"{'Alkyne': [(6, 7)], 'Tertiary hydroxyl': [(13, 12)], 'Tertiary aliphatic amine': [(2,)], 'Carboxylic ester': [(10, 11, 9, 8)], 'Benzene': [(14, 15, 16, 17, 18, 19)]}"
C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,"{'Peroxo': [(18, 19)], 'Acetal': [(4, 2, 5, 6, 7)], 'Hemiacetal': [(3, 2, 4, 5)], 'tetrahydropyran': [(16, 17, 5, 4, 2, 1)], 'oxepane': [(10, 11, 17, 5, 6, 7, 9)]}"
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,"{'Alkylarylthioether': [(3, 4, 2)], 'Urethane': [(10, 11, 12, 13)], 'benzimidazole': [(4, 5, 6, 7, 8, 9, 15, 16, 17)]}"
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,"{'Carboxylic ester': [(4, 5, 6, 7)], 'Phenol': [(17, 16)], 'Benzene': [(14, 15, 16, 18, 19, 20)]}"
CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1,"{'Tertiary hydroxyl': [(11, 10)], 'Tertiary aliphatic amine': [(1,)], 'Carboxylic ester': [(8, 9, 7, 4)], 'Benzene': [(12, 13, 14, 15, 16, 17), (18, 19, 20, 21, 22, 23)]}"
CCC1(C)OC(=O)N(C)C1=O,"{'Amide': [(9, 10, 7)], '2-oxazolidone': [(6, 5, 7, 9, 2, 4)]}"
NC(=O)NO,"{'Hydroxy': [(4,)], 'Urea': [(0, 1, 2, 3)]}"
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,"{'Ketone': [(7, 20, 21, 11)], 'imidazole': [(3, 4, 5, 1, 2)], '1H-indole': [(14, 15, 16, 17, 18, 10, 11, 12, 13)]}"
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,"{'Carboxylic acid': [(10, 11, 12)], 'Benzene': [(4, 5, 6, 7, 13, 14)]}"
CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.O.[Na+],"{'Primary aromatic amine': [(11, 10)], 'Carbonyl': [(1, 2)], 'Sulfonyl': [(4, 5, 6)], 'Sulfonic derivative': [(4, 5, 6, 3)], 'Benzene': [(7, 8, 9, 10, 12, 13)]}"
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],"{'Dialkylthioether': [(3, 1, 4)], 'Carboxylic acid': [(20, 21, 22)], 'Secondary amide': [(7, 8, 6, 5)], 'Benzene': [(10, 11, 12, 13, 14, 15)], 'azetidin-2-one': [(17, 16, 5, 4, 18)]}"
